0,0,0.02,0,0,0.02
0.57,0.37,0,0,0,0
0.54,0.9,0,0,0,0
-0.06,1.22,0.11,0,0,0.15
-0.11,1.89,0,0,0,0
-0.85,2.27,0,0,0,0
-0.89,3.18,0.12,0,0,0.21
-0.2,3.56,0,0,0,0
-0.19,4.31,0,0,0,0
0.34,4.63,0.13,0,0,0.17
0.28,5,0,0,0,0
-0.22,5.23,0,0,0,0
-0.26,5.7,0.12,0,0,0.21
